"id_lid","address","bot_log"
"1220125","новочеркасск, Атоманская 42б","12:37:17 11-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: новочеркасск, Атоманская 42б
или организация: Ип Вильницкий
"
"1221244","г Нижний Новгород, Московское шоссе, д 167 к 2","18:04:11 12-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Нижний Новгород, Московское шоссе, д 167 к 2
или организация: ООО УКА СОГЛАСИЯ /	5262359163
"
"1221311","г Москва, поселение Сосенское, поселок Коммунарка, ул Ясная, д 1 ","18:05:04 12-12-2021: object of type 'NoneType' has no len()
"
"1221934","Свердловская обл, г Североуральск, ул Ленина, д 36 ","09:59:20 13-12-2021: Нет блока ответа регистрации заявки
"
"1222024","Нижний Новгород, Магистральная 72А","11:01:07 13-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Нижний Новгород, Магистральная 72А
или организация: 5261098381 / ООО Кингтекс
"
"1222063","г Чита, ул Шилова, д 8а, помещ 10","11:46:00 13-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Чита, ул Шилова, д 8а, помещ 10
или организация: ИП 
"
"1222569","Москва, С.БЫЛОВО 104А","16:53:48 13-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, С.БЫЛОВО 104А
или организация: ООО ЭКОМОЗАИКА, 7724863075
"
"1222282","Свердловская область г.Заречный, Ленинградская 23А","13:36:30 13-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Свердловская область г.Заречный, Ленинградская 23А
или организация: ООО &quot;ФТ-КАФЕ&quot;, 6683014173
"
"1223401","электроугли горки участок 9","13:59:40 14-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: электроугли горки участок 9
или организация: Юр лицо
"
"1223266","Казань, Оренбурский тракт 24а","12:17:22 14-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Казань, Оренбурский тракт 24а
или организация: ИП Рахимов/165048689967
"
"1223500","Салават, Губкина 18 б","15:17:45 14-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Салават, Губкина 18 б
или организация: АО &quot;Нефтепереработчик&quot;, 0266009682
"
"1223585","Респ Саха /Якутия/, Мирнинский улус, село Арылах, ул Центральная, д 51 к А ","16:40:46 14-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Респ Саха /Якутия/, Мирнинский улус, село Арылах, ул Центральная, д 51 к А 
или организация: АНДОО &quot;Алмазик&quot;
"
"1223807","Респ Башкортостан, г Стерлитамак, былинная, 3","20:17:40 14-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Респ Башкортостан, г Стерлитамак, былинная, 3
или организация: 0233005795 / СЗ Альянс-Групп
"
"1224551","Хасавюрт г., ул. Победы  109а","14:38:34 15-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Хасавюрт г., ул. Победы  109а
или организация: ИП Мусаева З.М.
"
"1224073","Солекамск улица 20 лет победы 94","07:58:53 15-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Солекамск улица 20 лет победы 94
или организация: юр лицо
"
"1224192","д. Непейно, Московская область, городской округ Дмитровский, вблизи д. Непейно ","10:19:09 15-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: д. Непейно, Московская область, городской округ Дмитровский, вблизи д. Непейно 
или организация: ООО &quot;ГеоТехПроект&quot;, 2463219097
"
"1224389","Нижний Новгород, Пискунова  29","13:42:02 15-12-2021: Нет блока ответа регистрации заявки
"
"1224033","г Барнаул, пер Ядринцева, д 136 ","11:16:56 15-12-2021: Неивестный формат ответа регистрации заявки 
"
"1224355","Нижегородская обл.,г.Н.Новгород , Васенко 4","12:28:27 15-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Нижегородская обл.,г.Н.Новгород , Васенко 4
или организация: ООО &quot;Шарьинская лесоторговая компания&quot;, 4407005955
"
"1224479","г Волгоград, ул Рабоче-Крестьянская, влд 2/1 ","13:56:08 15-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Волгоград, ул Рабоче-Крестьянская, влд 2/1 
или организация: 3460076773 / ООО Авокадо
"
"1224577","Ростов-на-Дону, пер.Технологический, 3Ж ","14:49:54 15-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ростов-на-Дону, пер.Технологический, 3Ж 
или организация: ООО АДЕКС
"
"1225454","Москва, Улица Академика Анохина  30к3","12:16:00 16-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, Улица Академика Анохина  30к3
или организация: ИП Изотова
"
"1225811","г Тамбов, ул Пирогова, д 22/59 ","16:21:13 16-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Тамбов, ул Пирогова, д 22/59 
или организация: 6829092533 / ООО здоровье
"
"1225632","Москва , Новый Арбат  36с3","14:06:04 16-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва , Новый Арбат  36с3
или организация: ИП Гафурова
"
"1225653","Курская обл, Железногорский р-н, село Троицкое, ул Центральная, д 8а ","14:22:38 16-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Курская обл, Железногорский р-н, село Троицкое, ул Центральная, д 8а 
или организация: 4606001151 / АДМИНИСТРАЦИЯ ТРОИЦКОГО СЕЛЬСОВЕТА ЖЕЛЕЗНОГОРСКОГО РАЙОНА
"
"1226484","Брянск, Ул. Марьи Расковой  25","11:55:08 17-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Брянск, Ул. Марьи Расковой  25
или организация: ООО Ф.А. Логистик/ 7743666731
"
"1226595","рабочий посёлок Арсеньево, Бандикова  71","13:46:23 17-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: рабочий посёлок Арсеньево, Бандикова  71
или организация: 712102055086 / Мир белья
"
"1226702","г Казань, ул Родины, зд 24 ","15:16:28 17-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Казань, ул Родины, зд 24 
или организация: Ип Газилов Б.Э.
"
"1226795","Красногорск, РП Нахабино, Институтская 17Астр2","16:46:02 17-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Красногорск, РП Нахабино, Институтская 17Астр2
или организация: 760417588329 / ИП Дудник Александр Иванович
"
"1227109","Королёв, Ленина 12","09:27:40 18-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Королёв, Ленина 12
или организация: ИП Попов
"
"1229128","посёлок городского типа Чернянка, Степана Разина 1б","11:26:23 20-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: посёлок городского типа Чернянка, Степана Разина 1б
или организация: 311902027335 / ИП Ширинкина Екатерина Михайловна
"
"1229211","Калуга, Тулськая 20","12:26:08 20-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Калуга, Тулськая 20
или организация: Адвокатский кабинет Болмат Е.В.
"
"1229165","город новокузнецк деревня малая щедруха 2","11:44:01 20-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: город новокузнецк деревня малая щедруха 2
или организация: ООО ПРОГРЕСС МАНИНГ/4217158590
"
"1228770","Белая Калитва, улица Заводская 6Л","09:26:39 20-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Белая Калитва, улица Заводская 6Л
или организация: ИП Степанов И.А./ 616515392585 
"
"1229183","г Тюмень, ул Широтная, д 170 к 1 ","11:56:48 20-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Тюмень, ул Широтная, д 170 к 1 
или организация: ИП Тарасова
"
"1229283","Ставропольский край, г Пятигорск, ст-ца Константиновская, ул Ленина, д 11","14:27:43 20-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ставропольский край, г Пятигорск, ст-ца Константиновская, ул Ленина, д 11
или организация: Школа 7 
"
"1229427","Матырский  физкультурная 17в ","14:26:59 20-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Матырский  физкультурная 17в 
или организация: мясо для мужика 
"
"1229337","г Москва, ул Талалихина, д 28 к 2 ","14:49:04 20-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Талалихина, д 28 к 2 
или организация: Офис
"
"1229563","г Москва, ул Верейская, д 29 стр 129","16:47:00 20-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Верейская, д 29 стр 129
или организация: 9731004744 / Виннком технологии
"
"1229699","Московская обл, г Одинцово, ул Молодежная, д 46 стр 1 ","17:51:54 20-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Московская обл, г Одинцово, ул Молодежная, д 46 стр 1 
или организация: ИП Егян Арут
"
"1232943","г Москва, ул Бутырский Вал, д 46 стр 1 ","17:46:25 23-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Бутырский Вал, д 46 стр 1 
или организация: 7734430634 / ОО Тенгри
"
"1230082","Кемерово, пр. Комсомольский 13","06:16:04 21-12-2021: Нет кнопки добавить
"
"1233219","г. Комсомольск-на-Амуре, пр-т Ленина 27 ","09:02:38 24-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г. Комсомольск-на-Амуре, пр-т Ленина 27 
или организация: ФГБОУ ВО &laquo;КнАГУ&raquo;
"
"1233219","г. Комсомольск-на-Амуре, пр-т Ленина 27 ","09:03:38 24-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г. Комсомольск-на-Амуре, пр-т Ленина 27 
или организация: ФГБОУ ВО &laquo;КнАГУ&raquo;
"
"1230189","Киров, Кольцово 11","11:21:27 21-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Киров, Кольцово 11
или организация:  432400004927 / ИП Сычев
"
"1230041","Екатеринбург , Бебеля  138","11:56:19 21-12-2021: Message: unknown error: net::ERR_NAME_NOT_RESOLVED
  (Session info: chrome=96.0.4664.110)
Stacktrace:
Backtrace:
	Ordinal0 [0x005C6023+2514979]
	Ordinal0 [0x0055F6B1+2094769]
	Ordinal0 [0x004626C8+1058504]
	Ordinal0 [0x0045F2A1+1045153]
	Ordinal0 [0x00455339+1004345]
	Ordinal0 [0x00455F40+1007424]
	Ordinal0 [0x0045558A+1004938]
	Ordinal0 [0x00454C3A+1002554]
	Ordinal0 [0x00453DED+998893]
	Ordinal0 [0x004540A6+999590]
	Ordinal0 [0x00463C9A+1064090]
	Ordinal0 [0x004B5FAD+1400749]
	Ordinal0 [0x004A6323+1336099]
	Ordinal0 [0x004B59FF+1399295]
	Ordinal0 [0x004A61EB+1335787]
	Ordinal0 [0x00482617+1189399]
	Ordinal0 [0x00483479+1193081]
	GetHandleVerifier [0x00755624+1579748]
	GetHandleVerifier [0x00800417+2279639]
	GetHandleVerifier [0x0065473B+527355]
	GetHandleVerifier [0x006537E9+523433]
	Ordinal0 [0x00564BF9+2116601]
	Ordinal0 [0x00569238+2134584]
	Ordinal0 [0x00569372+2134898]
	Ordinal0 [0x00572EB1+2174641]
	BaseThreadInitThunk [0x761062C4+36]
	RtlSubscribeWnfStateChangeNotification [0x776B1B69+1081]
	RtlSubscribeWnfStateChangeNotification [0x776B1B34+1028]

"
"1239814","Оренбургская обл, г Новотроицк, 14 км к выезду из города","11:25:12 30-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Оренбургская обл, г Новотроицк, 14 км к выезду из города
или организация: ООО ""Рисурс"" 
"
"1243778","Тамбов, Астраханская 186","13:34:22 04-01-2022: Неивестный формат ответа регистрации заявки 
"
"1230304","Новосибирск, Зеленая горка 1/13","12:20:37 21-12-2021: Message: unknown error: net::ERR_NAME_NOT_RESOLVED
  (Session info: chrome=96.0.4664.110)
Stacktrace:
Backtrace:
	Ordinal0 [0x005C6023+2514979]
	Ordinal0 [0x0055F6B1+2094769]
	Ordinal0 [0x004626C8+1058504]
	Ordinal0 [0x0045F2A1+1045153]
	Ordinal0 [0x00455339+1004345]
	Ordinal0 [0x00455F40+1007424]
	Ordinal0 [0x0045558A+1004938]
	Ordinal0 [0x00454C3A+1002554]
	Ordinal0 [0x00453DED+998893]
	Ordinal0 [0x004540A6+999590]
	Ordinal0 [0x00463C9A+1064090]
	Ordinal0 [0x004B5FAD+1400749]
	Ordinal0 [0x004A6323+1336099]
	Ordinal0 [0x004B59FF+1399295]
	Ordinal0 [0x004A61EB+1335787]
	Ordinal0 [0x00482617+1189399]
	Ordinal0 [0x00483479+1193081]
	GetHandleVerifier [0x00755624+1579748]
	GetHandleVerifier [0x00800417+2279639]
	GetHandleVerifier [0x0065473B+527355]
	GetHandleVerifier [0x006537E9+523433]
	Ordinal0 [0x00564BF9+2116601]
	Ordinal0 [0x00569238+2134584]
	Ordinal0 [0x00569372+2134898]
	Ordinal0 [0x00572EB1+2174641]
	BaseThreadInitThunk [0x761062C4+36]
	RtlSubscribeWnfStateChangeNotification [0x776B1B69+1081]
	RtlSubscribeWnfStateChangeNotification [0x776B1B34+1028]

"
"1230325","Свердловская обл, Алапаевский р-н, село Деево, ул Мира, д 39 ","12:25:39 21-12-2021: Message: unknown error: net::ERR_NAME_NOT_RESOLVED
  (Session info: chrome=96.0.4664.110)
Stacktrace:
Backtrace:
	Ordinal0 [0x005C6023+2514979]
	Ordinal0 [0x0055F6B1+2094769]
	Ordinal0 [0x004626C8+1058504]
	Ordinal0 [0x0045F2A1+1045153]
	Ordinal0 [0x00455339+1004345]
	Ordinal0 [0x00455F40+1007424]
	Ordinal0 [0x0045558A+1004938]
	Ordinal0 [0x00454C3A+1002554]
	Ordinal0 [0x00453DED+998893]
	Ordinal0 [0x004540A6+999590]
	Ordinal0 [0x00463C9A+1064090]
	Ordinal0 [0x004B5FAD+1400749]
	Ordinal0 [0x004A6323+1336099]
	Ordinal0 [0x004B59FF+1399295]
	Ordinal0 [0x004A61EB+1335787]
	Ordinal0 [0x00482617+1189399]
	Ordinal0 [0x00483479+1193081]
	GetHandleVerifier [0x00755624+1579748]
	GetHandleVerifier [0x00800417+2279639]
	GetHandleVerifier [0x0065473B+527355]
	GetHandleVerifier [0x006537E9+523433]
	Ordinal0 [0x00564BF9+2116601]
	Ordinal0 [0x00569238+2134584]
	Ordinal0 [0x00569372+2134898]
	Ordinal0 [0x00572EB1+2174641]
	BaseThreadInitThunk [0x761062C4+36]
	RtlSubscribeWnfStateChangeNotification [0x776B1B69+1081]
	RtlSubscribeWnfStateChangeNotification [0x776B1B34+1028]

"
"1230258","Московская обл, г Лосино-Петровский, рп Свердловский, ул Центральная, к 3 стр 1","13:49:38 21-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Московская обл, г Лосино-Петровский, рп Свердловский, ул Центральная, к 3 стр 1
или организация: 5050053381 / АО РеалКапс
"
"1230568","Рязань, Грибоедова д.9А оф.6 ","14:47:02 21-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Рязань, Грибоедова д.9А оф.6 
или организация: ООО Компания Советник, 6234154529
"
"1230751","Краснодарский край, г Анапа, Пионерский пр-кт, д 20з","18:03:38 21-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Краснодарский край, г Анапа, Пионерский пр-кт, д 20з
или организация: ООО Баунти
"
"1232249","Кемерово, пр-т Кузнецкий 14А","09:47:39 23-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Кемерово, пр-т Кузнецкий 14А
или организация: инн 4205093740 / ООО ;ВМК
"
"1231917","Казань, Ротерная  27Е","17:47:03 22-12-2021: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Казань, Ротерная  27Е
или организация: Crime Beauty
"
"1244441","Темрюк, Ул.Ленина 43 ","09:43:28 05-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Темрюк, Ул.Ленина 43 
или организация: Атлет, 235211969140
"
"1248835","Челябинская обл, Увельский р-н, поселок Формачево, железнодорожная станция, ул Интернациональная, д 1 ","10:37:23 10-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Челябинская обл, Увельский р-н, поселок Формачево, железнодорожная станция, ул Интернациональная, д 1 
или организация: 7106041070 / ООО БиДжи
"
"1249198","Красногорск, Павшинский бульвар 34","14:22:38 10-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Красногорск, Павшинский бульвар 34
или организация: ЧУОО Школа &quot;Екатерининский лицей Красногорск&quot;
"
"1246246","Великий Устюг, Максимо горького  ","11:30:30 07-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Великий Устюг, Максимо горького  
или организация: ООО &quot;ХБК&quot;, 3526035428
"
"1249019","Ямало-Ненецкий АО, Пуровский р-н, ст Фарафонтьевская, д 1 ","14:03:57 10-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ямало-Ненецкий АО, Пуровский р-н, ст Фарафонтьевская, д 1 
или организация: Остереон 
"
"1249019","Ямало-Ненецкий АО, Пуровский р-н, ст Фарафонтьевская, д 1 ","14:04:58 10-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ямало-Ненецкий АО, Пуровский р-н, ст Фарафонтьевская, д 1 
или организация: Остереон 
"
"1248869","Новокуйбышевск, Коммунистическая 35","18:32:32 10-01-2022: Неивестный формат ответа регистрации заявки 
"
"1250128","г Москва, ул Корабельная, д 6 ","10:38:33 11-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Корабельная, д 6 
или организация: ООО ГриВайнСтайл
"
"1250096","Московская обл, г Волоколамск, Рижское шоссе, стр 5А ","10:48:45 11-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Московская обл, г Волоколамск, Рижское шоссе, стр 5А 
или организация: 5071001240 / КПК Поддержка
"
"1250096","Московская обл, г Волоколамск, Рижское шоссе, стр 5А ","10:49:48 11-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Московская обл, г Волоколамск, Рижское шоссе, стр 5А 
или организация: 5071001240 / КПК Поддержка
"
"1249871","Сочи, Конституций ссср  22","12:33:20 11-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Сочи, Конституций ссср  22
или организация: ООО Корпорация Мелиса, 2366028555
"
"1250128","г Москва, ул Корабельная, д 6 ","12:34:24 11-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Корабельная, д 6 
или организация: 9718061246 / ООО ГриВайнстайл
"
"1250128","г Москва, ул Корабельная, д 6 ","12:14:17 12-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Корабельная, д 6 
или организация: 9718061246 / ООО ГриВайнстайл
"
"1251918","г Санкт-Петербург, ул Парашютная, д 22 к 1 ","17:59:15 12-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Санкт-Петербург, ул Парашютная, д 22 к 1 
или организация: МТЛ, 7814792164
"
"1250128","г Москва, ул Корабельная, д 6 ","08:31:07 13-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Корабельная, д 6 
или организация: 9718061246 / ООО ГриВайнстайл
"
"1252668","Екатеринбург, г. Екатеринбург, ул. Маневровая, 35, оф. 1. ","13:34:49 13-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Екатеринбург, г. Екатеринбург, ул. Маневровая, 35, оф. 1. 
или организация: ооо ПЭК-ВЕНТ
"
"1252896","Москва, Героя России Соломатина  6всоор1","16:00:36 13-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, Героя России Соломатина  6всоор1
или организация: ИП окарский
"
"1253608","Саратов, 410044 Саратов ул. чапаева 112/124 кв.19 ","11:50:28 14-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Саратов, 410044 Саратов ул. чапаева 112/124 кв.19 
или организация: ИП Доценко А.В.
"
"1253766","Краснодарский край, г Новороссийск, село Цемдолина, ул Борисовская, д 59 ","13:44:33 14-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Краснодарский край, г Новороссийск, село Цемдолина, ул Борисовская, д 59 
или организация: ип улиханян арен каренович, 615403132700
"
"1254475","Иваново, город Иваново,ул.М.Василевского дом 1 ","10:58:00 15-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Иваново, город Иваново,ул.М.Василевского дом 1 
или организация: ИП Гаравина Е.В.
"
"1253987","Воркута, ул. Проминдустрии 11","18:16:13 14-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Воркута, ул. Проминдустрии 11
или организация: 3616023988 / ООО Резидент
"
"1254042","г Волгоград, ул КИМ, д 6 к б ","18:48:39 14-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Волгоград, ул КИМ, д 6 к б 
или организация: ИП 
"
"1254027","г Москва, пр-кт Вернадского, д 41 стр 1 ","18:51:52 14-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, пр-кт Вернадского, д 41 стр 1 
или организация: Апартаменты 
"
"1254206","Краснодар, Селезнева 136/3 ","07:31:43 15-01-2022: Неивестный формат ответа регистрации заявки Сервис временно недоступен. Пожалуйста, повторите запрос позже
"
"1256024","Улан-Удэ, 670045, г.Улан -Удэ, ул. Октябрьская  29","11:16:47 17-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Улан-Удэ, 670045, г.Улан -Удэ, ул. Октябрьская  29
или организация: МАОУ СОШ №41
"
"1256486","Сочи, красная поляна ТРЦ Горки Молл, ул. Горная Карусель, 3, Эстосадок, Краснодарский край ","17:20:29 17-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Сочи, красная поляна ТРЦ Горки Молл, ул. Горная Карусель, 3, Эстосадок, Краснодарский край 
или организация: ИП Нужный
"
"1257421","Северодвинск, Гагарина 9","15:36:27 18-01-2022: Нет блока ответа регистрации заявки
"
"1257106","посёлок Коммунарка, ул.Липовый парк ","11:40:11 18-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: посёлок Коммунарка, ул.Липовый парк 
или организация: SUSHIMAN 
"
"1257029","Ангарск, квартал 53 (Первый промышленный массив тер.), строение 1, объект 1034 ","10:35:26 18-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ангарск, квартал 53 (Первый промышленный массив тер.), строение 1, объект 1034 
или организация: ООО &quot;Ангарский Азотно-туковый завод&quot;, 3801072394
"
"1257737","Ульяновск, РОЗА ЛЮКСЕМБУРГ 1 А","06:18:16 19-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ульяновск, РОЗА ЛЮКСЕМБУРГ 1 А
или организация: ИП КАРЛОВА ЕЛЕНА ИВАНОВНА 
"
"1257268","Ярославская обл, г Тутаев, ул Моторостроителей, д 48, помещ 2","13:37:31 18-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ярославская обл, г Тутаев, ул Моторостроителей, д 48, помещ 2
или организация: ИП Зоммерфельд
"
"1257935","Волгоградская обл, Еланский р-н, поселок Таловка, ул Центральная, соор 17","08:41:42 19-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Волгоградская обл, Еланский р-н, поселок Таловка, ул Центральная, соор 17
или организация: Таловская Средняя школа
"
"1258087","районный поселок  средняя ахтуба улица кузнецкая 1 42 а","11:16:56 19-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: районный поселок  средняя ахтуба улица кузнецкая 1 42 а
или организация: ИП Евтушенко Н И
"
"1260540","Великий Новгород, Западный район, Зоотехническая улица 2а","16:07:02 21-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Великий Новгород, Западный район, Зоотехническая улица 2а
или организация: производство, малярный цех
"
"1259314","Москва, Руставели 14 с 6 ","13:30:20 20-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, Руставели 14 с 6 
или организация: ООО Победа Стафф
"
"1258288","Ростовская обл, ст-ца Багаевская, ул Подройкина, зд 18 ","14:16:04 19-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ростовская обл, ст-ца Багаевская, ул Подройкина, зд 18 
или организация: магазин 
"
"1259470","г Москва, ул Ижорская, д 7 стр 1 ","15:56:31 20-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Ижорская, д 7 стр 1 
или организация: Ип 
"
"1259020","г Бодайбо, Иркутская обл., 666902, Иркутская обл., г. Бодайбо,улица Иркутская  4а","09:47:42 20-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Бодайбо, Иркутская обл., 666902, Иркутская обл., г. Бодайбо,улица Иркутская  4а
или организация: 3808001798 / ФГБУ Государственный природный заповедник Витимский
"
"1259510","г Москва, ул Арбат, д 43 стр 2 ","16:03:39 20-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Арбат, д 43 стр 2 
или организация: Моя Лаборатория
"
"1259900","Алтайский край, г Бийск, ул Максима Горького, двлд 73б ","13:22:56 21-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Алтайский край, г Бийск, ул Максима Горького, двлд 73б 
или организация: ИП Новоселов Роман Александрович /434579836960
"
"1261247","Нижегородская обл, г Саров, ул Московская, д 3 стр 4 ","19:15:57 22-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Нижегородская обл, г Саров, ул Московская, д 3 стр 4 
или организация: ООО АКВАДЕК
"
"1263233","Рязань, Шереметьевская,13 ","15:25:22 24-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Рязань, Шереметьевская,13 
или организация: ИП Матузина Татьяна Александровна
"
"1262950","Калининградская обл, г Светлогорск, ул Молодежная, д 7 ","12:57:35 24-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Калининградская обл, г Светлогорск, ул Молодежная, д 7 
или организация: «Кадастровый инженер Князев И. В.» (кадастровые работы)
"
"1263283","Рязань, Пожалостина 12, к. 1","15:27:54 24-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Рязань, Пожалостина 12, к. 1
или организация: 6229095564 / ООО Мир
"
"1263071","Сочи, Тепличня 18А ","13:51:52 24-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Сочи, Тепличня 18А 
или организация: ИП Назаров , 231805195207
"
"1263929","г Новосибирск, Толмачевское шоссе, д 47А к 1 ","09:37:34 25-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Новосибирск, Толмачевское шоссе, д 47А к 1 
или организация: 5402564013 / СНТ Сервис
"
"1263727","г Москва, ул 6-я Радиальная, д 3 к 3 ","21:58:26 24-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул 6-я Радиальная, д 3 к 3 
или организация: ИП  Василий  Дмитриевич  Сысоев/ ИНН 772992946652
"
"1263929","г Новосибирск, Толмачевское шоссе, д 47А к 1 ","09:38:33 25-01-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Новосибирск, Толмачевское шоссе, д 47А к 1 
или организация: 5402564013 / СНТ Сервис
"
